configuration_id,component_count,components,system_voltage_v,analysis_period_min,active_duration_min,sleep_duration_min,peak_duration_min,avg_active_current_ma,avg_sleep_current_ma,avg_peak_current_ma,calculated_energy_mwh,target_energy_mwh
1215,4,HC-SR501 + HC-05 + ESP32-S3 + Arduino Uno / ATmega328P,3.3,360,164.4754,182.5887,12.9359,46.675,0.00175,88.75,1941.558881,1981.614164
1216,3,Raspberry Pi Pico + nRF24L01+ + DS18B20,4.15,1440,795.5258,587.0605,57.4137,4.1,0.433883,5.0,663.371733,670.818486
1217,2,SSD1306 OLED controller + HC-SR501,3.3,60,11.814,45.6992,2.4868,32.5,0.005,0.0,42.260228,42.163244
1218,2,HC-SR04 + DS18B20,5.0,1440,616.1472,818.148,5.7048,8.0,0.000375,0.75,822.293876,832.281329
1219,2,Arduino Uno / ATmega328P + DS18B20,5.0,720,384.1016,318.7219,17.1766,0.5,0.000375,0.75,34.175456,33.90784
1220,3,ESP32 + BMP280 + HC-05,3.3,720,86.0591,619.7364,14.2045,17.960913,0.002747,80.012283,442.849682,441.160477
1221,3,Arduino Uno / ATmega328P + ESP32-S3 + BMP280,3.3,60,8.6929,48.699,2.6081,30.56758,0.002367,118.345617,94.791425,95.589595
1222,2,ESP32 + BMP280,3.3,60,4.5669,55.3225,0.1106,11.94137,0.00412,120.018425,7.483483,7.451909
1223,4,INA219 + HC-SR501 + nRF24L01+ + HC-05,3.3,120,24.2683,93.1736,2.5581,26.575,0.000225,3.375,143.788755,147.266187
1224,2,INA219 + ESP32-S3,3.3,120,49.426,68.2398,2.3343,45.85,0.0035,177.5,294.882939,296.366121
1225,1,DS18B20,5.0,1440,176.6572,1198.4048,64.938,1.0,0.00075,1.5,22.913586,22.722906
1226,2,BMP280 + DHT22 / AM2302,3.3,1440,115.1168,1302.2696,22.6135,1.25137,5e-05,1.268425,19.008267,19.071812
1227,1,MPU6050,3.3,720,140.6692,574.6478,4.683,3.9,0.01,0.0,30.489607,30.280741
1228,2,HC-SR501 + Raspberry Pi Pico,3.3,1440,527.7193,877.0756,35.2051,32.5,0.65,0.0,1949.307336,1945.11632
1229,4,ESP32-S3 + ESP32 + HC-SR501 + Arduino Uno / ATmega328P,3.3,360,170.4783,173.3737,16.148,45.145,0.003785,148.75,2221.760575,2248.552165
1230,2,Raspberry Pi Pico + MPU6050,3.3,30,4.2958,24.5289,1.1753,1.95,0.655,0.0,2.688752,2.660309
1231,4,nRF24L01+ + BMP280 + DHT22 / AM2302 + ESP32,3.3,30,10.548,19.2331,0.2188,9.420685,0.002285,64.009213,24.952683,24.447626
1232,4,nRF24L01+ + MPU6050 + BMP280 + SSD1306 OLED controller,3.3,120,31.0097,83.3203,5.67,3.800685,0.00525,3.384212,30.246446,29.753447
1233,3,ESP32-S3 + nRF24L01+ + Arduino Uno / ATmega328P,3.3,720,49.6462,662.2813,8.0724,34.333333,0.002633,122.833333,445.141672,446.723273
1234,1,Arduino Uno / ATmega328P,5.0,30,5.0655,23.827,1.1075,0.0,0.0,0.0,0.0,0.0
1235,4,HC-05 + INA219 + DS18B20 + MPU6050,3.3,60,20.7326,38.5031,0.7643,8.725,0.002688,0.375,40.502808,40.970118
1236,4,BMP280 + Arduino Uno / ATmega328P + HC-SR501 + BME280,3.3,1440,527.8801,869.7005,42.4194,16.250685,2.5e-05,0.009213,1887.341837,1922.00221
1237,4,HC-05 + Arduino Uno / ATmega328P + BME280 + DS18B20,4.15,360,183.4425,172.8479,3.7096,7.75,0.000188,0.375,318.441506,318.70496
1238,3,BMP280 + Arduino Uno / ATmega328P + DS18B20,5.0,30,4.7638,24.8121,0.4241,0.334247,0.000283,0.512283,0.453262,0.432034
1239,1,nRF24L01+,3.3,120,71.515,47.5158,0.9691,11.3,0.0009,13.5,45.168516,45.987384
1240,1,BME280,3.3,1440,731.3459,662.0061,46.648,0.0,0.0,0.0,0.0,0.0
1241,3,ESP32 + ESP32-S3 + SSD1306 OLED controller,3.3,1440,355.34,1068.5505,16.1095,38.526667,0.00838,198.333333,2787.521286,2729.471755
1242,1,MPU6050,3.3,1440,720.6027,667.9933,51.404,3.9,0.01,0.0,154.936683,153.634416
1243,3,ESP32 + HC-05 + DS18B20,3.3,120,37.1973,79.8678,2.9349,18.293333,0.002963,80.5,152.478557,158.158359
1244,2,DHT22 / AM2302 + HC-SR501,3.3,120,45.8098,68.4553,5.7349,33.75,0.0,1.25,170.857493,172.430149
1245,3,HC-SR501 + DS18B20 + SSD1306 OLED controller,4.15,120,37.8193,78.7461,3.4346,22.0,0.003583,0.5,173.658468,170.367025
1246,3,SSD1306 OLED controller + HC-SR04 + HC-SR501,4.15,30,5.0111,24.7186,0.2703,26.666667,0.003333,0.0,28.806318,28.577904
1247,2,MPU6050 + HC-SR501,3.3,1440,351.9521,1054.8662,33.1817,34.45,0.005,0.0,1334.302654,1329.146561
1248,4,HC-SR04 + ESP32 + MPU6050 + BMP280,3.3,120,65.9503,51.0324,3.0174,10.695685,0.00456,60.009212,223.09967,223.417653
1249,1,nRF24L01+,3.3,120,58.1673,60.2468,1.5859,11.3,0.0009,13.5,37.331506,37.298089
1250,2,Raspberry Pi Pico + BMP280,3.3,30,17.1265,11.3735,1.5,0.00137,0.65005,0.018425,0.818889,0.821252
1251,1,ESP32-S3,3.3,30,13.7723,15.7293,0.4984,91.7,0.007,355.0,79.197298,79.227174
1252,4,ESP32 + INA219 + HC-SR501 + BMP280,3.3,720,110.5372,593.4863,15.9765,22.220685,0.00206,60.009212,751.557566,747.387871
1253,3,DS18B20 + MPU6050 + BME280,3.3,720,267.1217,431.1636,21.7147,1.633333,0.003583,0.5,82.536176,83.647092
1254,3,ESP32 + DHT22 / AM2302 + HC-05,3.3,720,238.9422,449.7238,31.334,18.793333,0.002713,80.833333,1159.053891,1150.590526
1255,4,ESP32 + INA219 + HC-SR501 + DHT22 / AM2302,3.3,30,4.2534,25.4626,0.284,22.845,0.002035,60.625,25.176179,24.556873
1256,2,HC-SR501 + nRF24L01+,3.3,720,187.6438,526.151,6.2051,38.15,0.00045,6.75,792.080712,762.656706
1257,4,Raspberry Pi Pico + MPU6050 + HC-05 + ESP32-S3,3.3,720,236.9718,453.413,29.6152,31.4,0.32925,88.75,2248.081284,2250.649834
1258,4,BME280 + Raspberry Pi Pico + Arduino Uno / ATmega328P + BMP280,3.3,360,211.2731,138.8127,9.9142,0.000685,0.325025,0.009213,9.977805,9.86531
1259,2,DHT22 / AM2302 + HC-SR04,4.15,60,3.2366,54.1107,2.6526,8.75,0.0,1.25,4.855584,4.812793
1260,1,HC-05,3.3,60,10.2983,47.6524,2.0492,30.0,0.0,0.0,16.992239,17.225667
1261,1,DHT22 / AM2302,3.3,360,187.1397,156.7796,16.0808,2.5,0.0,2.5,27.942809,27.537155
1262,2,DHT22 / AM2302 + ESP32-S3,3.3,30,8.76,20.7964,0.4436,47.1,0.0035,178.75,54.116574,54.041432
1263,4,ESP32 + INA219 + HC-SR501 + ESP32-S3,3.3,30,17.1737,12.7128,0.1135,45.145,0.003785,148.75,174.292277,169.404874
1264,3,ESP32 + INA219 + BME280,3.3,1440,94.2176,1344.4768,1.3056,7.96,0.002713,80.0,141.580621,137.779594
1265,1,Arduino Uno / ATmega328P,5.0,720,99.5518,591.9848,28.4634,0.0,0.0,0.0,0.0,0.0
1266,4,nRF24L01+ + DHT22 / AM2302 + Raspberry Pi Pico + ESP32,3.3,360,104.9977,248.322,6.6803,9.42,0.32726,64.0,329.534254,327.734356
1267,4,DS18B20 + ESP32 + Arduino Uno / ATmega328P + nRF24L01+,4.15,360,157.3338,195.3861,7.2801,9.045,0.002448,63.75,420.057942,427.817707
1268,2,BME280 + ESP32,3.3,1440,477.9943,920.6876,41.3182,11.94,0.00407,120.0,1173.609679,1166.711979
1269,1,BME280,3.3,720,61.813,646.5719,11.615,0.0,0.0,0.0,0.0,0.0
1270,4,DS18B20 + nRF24L01+ + ESP32 + MPU6050,3.3,120,32.6139,82.5325,4.8536,10.02,0.004948,63.75,141.187735,139.156226
1271,3,HC-SR501 + Raspberry Pi Pico + HC-05,3.3,360,164.8941,193.1891,1.9168,31.666667,0.433333,0.0,875.384562,877.334657
1272,2,BMP280 + INA219,3.3,30,17.137,11.5101,1.3528,0.00137,5e-05,0.018425,0.005388,0.005444
1273,2,nRF24L01+ + HC-SR04,4.15,360,193.6124,156.0021,10.3855,13.15,0.00045,6.75,370.064539,378.45466
1274,3,DS18B20 + HC-05 + ESP32,3.3,1440,525.5165,887.6319,26.8516,18.293333,0.002963,80.5,1959.359385,1946.557221
1275,3,nRF24L01+ + DHT22 / AM2302 + ESP32,3.3,720,136.5377,581.1663,2.296,12.56,0.003013,85.333333,315.577294,314.603758
1276,3,SSD1306 OLED controller + DHT22 / AM2302 + BME280,3.3,720,124.0884,576.8953,19.0163,0.833333,0.003333,0.833333,19.994189,19.834143
1277,2,Raspberry Pi Pico + Arduino Uno / ATmega328P,5.0,60,28.6213,30.9515,0.4272,0.0,0.65,0.0,3.353078,3.310669
1278,4,DS18B20 + Raspberry Pi Pico + MPU6050 + BME280,3.3,1440,187.1174,1220.4197,32.4629,1.225,0.327688,0.375,147.795185,146.098673
1279,2,MPU6050 + BMP280,3.3,360,214.402,142.4683,3.1297,1.95137,0.00505,0.018425,46.107029,46.418963
1280,3,BME280 + HC-SR04 + MPU6050,3.3,360,70.5426,272.1116,17.3458,6.3,0.003333,0.0,103.459265,103.036072
1281,3,SSD1306 OLED controller + BME280 + MPU6050,3.3,360,186.4453,173.1262,0.4285,1.3,0.006667,0.0,40.182958,39.770282
1282,2,HC-SR04 + HC-05,4.15,720,184.1222,522.6073,13.2704,22.5,0.0,0.0,533.954497,533.37126
1283,3,Arduino Uno / ATmega328P + MPU6050 + INA219,3.3,60,13.4865,44.0228,2.4908,1.3,0.003333,0.0,2.917058,2.973652
1284,3,HC-SR501 + BME280 + Arduino Uno / ATmega328P,4.15,360,127.4041,221.0346,11.5614,21.666667,0.0,0.0,572.787535,581.850534
1285,4,INA219 + BMP280 + DS18B20 + Raspberry Pi Pico,3.3,120,34.6982,80.6257,4.676,0.250685,0.325213,0.384213,9.260953,9.163726
1286,3,BME280 + INA219 + Arduino Uno / ATmega328P,3.3,30,10.4087,18.345,1.2463,0.0,0.0,0.0,0.0,0.0
1287,2,BME280 + BMP280,3.3,360,29.2426,323.5713,7.186,0.00137,5e-05,0.018425,0.020751,0.022044
1288,4,SSD1306 OLED controller + ESP32-S3 + nRF24L01+ + MPU6050,3.3,360,48.1031,300.1081,11.7888,26.725,0.006975,92.125,522.212981,516.081946
1289,1,MPU6050,3.3,360,181.0193,171.8405,7.1401,3.9,0.01,0.0,38.92316,39.512953
1290,1,ESP32,3.3,120,12.0632,105.2937,2.643,23.88,0.00814,240.0,50.779065,50.915087
1291,4,nRF24L01+ + HC-SR04 + MPU6050 + DS18B20,4.15,720,250.4142,446.3796,23.2062,7.8,0.002913,3.75,563.658699,568.324761
1292,3,HC-SR04 + nRF24L01+ + BMP280,3.3,60,32.793,24.6608,2.5462,8.76758,0.000333,4.512283,63.274112,62.449657
1293,1,INA219,3.3,360,23.5413,330.1971,6.2616,0.0,0.0,0.0,0.0,0.0
1294,1,SSD1306 OLED controller,3.3,120,68.1765,50.2953,1.5283,0.0,0.01,0.0,0.027662,0.027556
1295,2,DHT22 / AM2302 + HC-SR501,3.3,1440,370.9558,998.6463,70.3978,33.75,0.0,1.25,1386.853225,1412.923455
1296,3,Arduino Uno / ATmega328P + ESP32 + MPU6050,3.3,30,17.2183,11.7557,1.0261,9.26,0.006047,80.0,39.86374,39.088364
1297,2,Raspberry Pi Pico + BMP280,3.3,360,157.9225,188.3377,13.7398,0.00137,0.65005,0.018425,13.518826,13.405235
1298,1,BMP280,3.3,360,62.1519,291.0274,6.8207,0.00274,0.0001,0.03685,0.024791,0.024254
1299,2,DS18B20 + INA219,4.15,720,130.6597,563.6766,25.6637,0.5,0.000375,0.75,14.131501,14.129494
1300,3,nRF24L01+ + SSD1306 OLED controller + Raspberry Pi Pico,3.3,360,163.5957,192.0263,4.378,3.766667,0.436967,4.5,118.77038,118.729315
1301,1,MPU6050,3.3,30,4.7195,24.0743,1.2063,3.9,0.01,0.0,1.02557,0.99388
1302,2,HC-SR04 + DS18B20,5.0,60,25.641,32.0159,2.3431,8.0,0.000375,0.75,34.482896,35.429972
1303,2,BME280 + INA219,3.3,720,269.1597,425.5897,25.2506,0.0,0.0,0.0,0.0,0.0
1304,1,SSD1306 OLED controller,3.3,360,81.0405,268.9859,9.9736,0.0,0.01,0.0,0.147942,0.147046
1305,2,HC-05 + INA219,3.3,720,264.9035,443.6645,11.432,15.0,0.0,0.0,437.090845,436.710168
1306,3,DS18B20 + INA219 + HC-SR04,5.0,720,94.0486,596.9947,28.9566,5.333333,0.00025,0.5,129.055035,131.273223
1307,1,BME280,3.3,120,11.9478,103.8931,4.1591,0.0,0.0,0.0,0.0,0.0
1308,3,DHT22 / AM2302 + Arduino Uno / ATmega328P + MPU6050,3.3,720,329.5791,378.6415,11.7794,2.133333,0.003333,0.833333,117.839766,117.793326
1309,2,HC-05 + Arduino Uno / ATmega328P,4.15,120,13.0667,105.2734,1.66,15.0,0.0,0.0,21.559985,21.574478
1310,3,DHT22 / AM2302 + BMP280 + nRF24L01+,3.3,720,252.6117,437.1569,30.2314,4.600913,0.000333,5.345617,218.45933,216.08952
1311,4,ESP32 + Arduino Uno / ATmega328P + MPU6050 + nRF24L01+,3.3,60,30.7724,27.004,2.2236,9.77,0.00476,63.375,97.172756,99.186327
1312,1,INA219,3.3,30,3.5998,25.6503,0.7499,0.0,0.0,0.0,0.0,0.0
1313,3,DHT22 / AM2302 + BMP280 + ESP32,3.3,1440,621.8199,815.7733,2.4068,8.794247,0.002747,80.845617,934.768013,944.718295
1314,3,Arduino Uno / ATmega328P + BME280 + SSD1306 OLED controller,3.3,360,42.493,305.8391,11.6679,0.0,0.003333,0.0,0.168211,0.169905
1315,1,BME280,3.3,360,72.1263,287.3443,0.5294,0.0,0.0,0.0,0.0,0.0
1316,4,HC-SR501 + ESP32 + DS18B20 + ESP32-S3,3.3,60,10.2384,47.6432,2.1184,45.395,0.003973,149.125,172.171861,174.422152
1317,1,HC-SR501,3.3,120,12.8072,106.2947,0.8981,65.0,0.0,0.0,45.785612,45.869024
1318,4,BMP280 + HC-SR501 + BME280 + DS18B20,3.3,1440,313.6113,1100.5426,25.846,16.500685,0.000213,0.384213,1150.700034,1174.436975
1319,4,DS18B20 + nRF24L01+ + MPU6050 + HC-SR04,4.15,120,60.706,56.2398,3.0541,7.8,0.002913,3.75,134.378267,130.62616
1320,3,Raspberry Pi Pico + INA219 + SSD1306 OLED controller,3.3,120,63.6427,50.9544,5.4029,0.0,0.436667,0.0,3.671268,3.790092
1321,3,nRF24L01+ + HC-SR04 + ESP32,3.3,60,24.5034,34.3137,1.1828,16.726667,0.003013,84.5,94.549619,92.748427
1322,2,HC-SR501 + INA219,3.3,1440,225.467,1201.2142,13.3188,32.5,0.0,0.0,806.044544,799.008026
1323,1,ESP32,3.3,60,12.7698,45.5583,1.6719,23.88,0.00814,240.0,38.86127,37.270733
1324,3,Arduino Uno / ATmega328P + HC-05 + Raspberry Pi Pico,4.15,60,10.0858,49.2276,0.6865,10.0,0.433333,0.0,21.067995,20.520897
1325,1,DS18B20,5.0,1440,359.2634,1031.2087,49.5279,1.0,0.00075,1.5,36.194052,36.32885
1326,1,HC-SR04,5.0,360,67.6796,275.5316,16.7889,15.0,0.0,0.0,84.599477,84.120581
1327,4,Arduino Uno / ATmega328P + MPU6050 + BME280 + SSD1306 OLED controller,3.3,60,4.9318,52.5551,2.513,0.975,0.005,0.0,1.115688,1.126379
1328,4,Arduino Uno / ATmega328P + MPU6050 + DHT22 / AM2302 + SSD1306 OLED controller,3.3,1440,184.3944,1236.926,18.6796,1.6,0.005,0.625,68.835884,70.528183
1329,4,HC-SR501 + BMP280 + Raspberry Pi Pico + BME280,3.3,360,35.2825,323.9466,0.7709,16.250685,0.325025,0.009213,149.305803,149.112601
1330,4,ESP32-S3 + HC-SR04 + Raspberry Pi Pico + BMP280,3.3,720,392.2139,297.5863,30.1998,26.675685,0.326775,88.759213,3079.563111,3211.997827
1331,2,MPU6050 + SSD1306 OLED controller,3.3,720,390.8887,295.7415,33.3698,1.95,0.01,0.0,84.170949,81.561909
1332,2,HC-SR501 + nRF24L01+,3.3,60,34.1835,22.9751,2.8414,38.15,0.00045,6.75,145.561896,143.881683
1333,2,SSD1306 OLED controller + Raspberry Pi Pico,3.3,720,73.1988,615.6985,31.1027,0.0,0.655,0.0,44.361076,44.859961
1334,4,INA219 + ESP32-S3 + Raspberry Pi Pico + DHT22 / AM2302,3.3,60,34.4184,23.9036,1.678,23.55,0.32675,89.375,213.032952,214.703244
1335,4,ESP32 + MPU6050 + Arduino Uno / ATmega328P + SSD1306 OLED controller,3.3,120,59.8126,55.1469,5.0405,6.945,0.007035,60.0,158.007735,149.316841
1336,3,INA219 + DHT22 / AM2302 + HC-SR501,3.3,720,179.123,540.7957,0.0813,22.5,0.0,0.833333,665.005428,678.249222
1337,3,Raspberry Pi Pico + HC-05 + DS18B20,4.15,360,56.6669,298.5878,4.7453,10.333333,0.433583,0.5,125.682505,128.57878
1338,3,BMP280 + MPU6050 + ESP32-S3,3.3,120,31.543,84.0798,4.3772,31.86758,0.0057,118.345617,251.410375,257.402347
1339,4,HC-SR501 + HC-05 + HC-SR04 + ESP32,3.3,720,36.4325,652.3881,31.1795,33.47,0.002035,60.0,695.611558,692.960411
1340,2,ESP32 + HC-SR04,4.15,30,15.3123,14.4322,0.2555,19.44,0.00407,120.0,42.630745,42.967919
1341,3,HC-05 + BMP280 + SSD1306 OLED controller,3.3,720,319.2322,365.5599,35.2079,10.000913,0.003367,0.012283,527.055666,522.960687
1342,1,HC-SR04,5.0,720,191.7178,501.2341,27.0481,15.0,0.0,0.0,239.647197,238.525254
1343,4,ESP32 + DS18B20 + HC-SR501 + INA219,3.3,120,52.8354,61.8729,5.2917,22.47,0.002223,60.375,333.227263,332.124346
1344,2,Arduino Uno / ATmega328P + Raspberry Pi Pico,5.0,360,167.6756,175.4159,16.9085,0.0,0.65,0.0,19.003384,18.929252
1345,1,ESP32-S3,3.3,120,14.2903,99.8271,5.8826,91.7,0.007,355.0,186.968996,185.430861
1346,2,Raspberry Pi Pico + HC-SR501,3.3,60,17.8212,39.2248,2.9541,32.5,0.65,0.0,66.515224,67.648218
1347,4,ESP32 + Arduino Uno / ATmega328P + HC-05 + HC-SR04,4.15,360,139.8223,218.7934,1.3843,17.22,0.002035,60.0,607.498607,615.050432
1348,1,nRF24L01+,3.3,30,15.0079,13.5827,1.4094,11.3,0.0009,13.5,10.374543,10.250622
1349,3,Arduino Uno / ATmega328P + ESP32-S3 + BMP280,3.3,720,140.7604,543.5915,35.6481,30.56758,0.002367,118.345617,1406.259154,1391.459524
1350,1,ESP32,3.3,1440,133.3424,1268.5698,38.0878,23.88,0.00814,240.0,678.458585,668.377765
1351,1,INA219,3.3,720,107.1541,585.8922,26.9537,0.0,0.0,0.0,0.0,0.0
1352,1,Arduino Uno / ATmega328P,5.0,720,46.3463,664.2951,9.3585,0.0,0.0,0.0,0.0,0.0
1353,1,DS18B20,5.0,120,25.5305,92.9085,1.561,1.0,0.00075,1.5,2.328478,2.35565
1354,3,INA219 + HC-05 + Raspberry Pi Pico,3.3,1440,533.2372,882.7607,24.0021,10.0,0.433333,0.0,942.958708,936.31459
1355,2,MPU6050 + HC-05,3.3,1440,634.7156,791.2174,14.067,16.95,0.005,0.0,1183.862408,1171.134426
1356,3,ESP32 + BMP280 + DHT22 / AM2302,3.3,720,277.0789,427.0768,15.8443,8.794247,0.002747,80.845617,613.604728,606.966781
1357,4,ESP32 + HC-05 + nRF24L01+ + Raspberry Pi Pico,3.3,30,10.638,19.2957,0.0663,16.295,0.32726,63.375,40.449655,40.334246
1358,2,BME280 + DHT22 / AM2302,3.3,60,11.5566,47.5932,0.8501,1.25,0.0,1.25,1.705931,1.749527
1359,4,BME280 + HC-SR04 + INA219 + HC-SR501,3.3,30,3.0299,26.2008,0.7692,20.0,0.0,0.0,14.619437,14.717312
1360,4,INA219 + BME280 + HC-SR04 + HC-SR501,3.3,1440,762.1116,662.4271,15.4613,20.0,0.0,0.0,3677.188673,3782.139275
1361,2,HC-05 + DHT22 / AM2302,3.3,360,64.0375,291.9603,4.0022,16.25,0.0,1.25,115.017338,115.191539
1362,3,MPU6050 + DS18B20 + nRF24L01+,3.3,1440,232.313,1179.4011,28.2859,5.4,0.003883,5.0,238.891853,247.156138
1363,3,BME280 + Arduino Uno / ATmega328P + HC-SR501,4.15,60,32.4813,25.6421,1.8765,21.666667,0.0,0.0,146.030672,143.538827
1364,1,nRF24L01+,3.3,360,95.599,259.817,4.584,11.3,0.0009,13.5,62.831241,62.745065
1365,4,ESP32 + HC-SR501 + BMP280 + Raspberry Pi Pico,3.3,1440,399.2805,995.7943,44.9252,22.220685,0.32706,60.009212,2616.657461,2586.056381
1366,2,Raspberry Pi Pico + HC-05,3.3,1440,162.2647,1211.1646,66.5707,15.0,0.65,0.0,354.335034,356.095329
1367,1,HC-SR04,5.0,720,120.274,583.5999,16.1261,15.0,0.0,0.0,150.34246,148.986501
1368,3,DHT22 / AM2302 + ESP32 + Raspberry Pi Pico,3.3,60,22.5726,36.5267,0.9008,8.793333,0.436047,80.833333,47.392327,45.794853
1369,3,MPU6050 + DS18B20 + BME280,3.3,60,17.1449,39.9351,2.92,1.633333,0.003583,0.5,5.495793,5.560415
1370,4,Arduino Uno / ATmega328P + HC-SR04 + BME280 + DS18B20,5.0,1440,526.593,883.5692,29.8378,4.0,0.000188,0.375,705.908951,698.943921
1371,4,HC-05 + MPU6050 + Arduino Uno / ATmega328P + SSD1306 OLED controller,3.3,60,7.5393,50.3664,2.0943,8.475,0.005,0.0,14.112402,14.198138
1372,2,BME280 + ESP32,3.3,360,63.7104,292.5308,3.7587,11.94,0.00407,120.0,133.423599,133.073299
1373,2,HC-SR501 + INA219,3.3,30,16.769,12.451,0.7801,32.5,0.0,0.0,59.949072,60.856086
1374,1,nRF24L01+,3.3,120,9.9033,104.3489,5.7478,11.3,0.0009,13.5,10.427809,9.823623
1375,2,MPU6050 + ESP32,3.3,120,16.2092,103.3522,0.4387,13.89,0.00907,120.0,30.659569,30.791469
1376,1,ESP32,3.3,30,8.0118,21.7806,0.2076,23.88,0.00814,240.0,13.272637,13.104773
1377,3,ESP32 + HC-05 + BME280,3.3,360,67.401,278.9282,13.6708,17.96,0.002713,80.0,380.315606,373.060903
1378,4,DHT22 / AM2302 + BMP280 + ESP32 + ESP32-S3,3.3,1440,599.4069,771.1461,69.447,29.520685,0.00381,149.384212,6175.867311,6254.18501
1379,4,SSD1306 OLED controller + Raspberry Pi Pico + HC-05 + HC-SR501,3.3,120,70.3354,45.3077,4.3568,23.75,0.3275,0.0,370.767108,370.328256
1380,1,DS18B20,5.0,120,33.8839,81.6309,4.4852,1.0,0.00075,1.5,3.389408,3.339728
1381,4,ESP32 + Arduino Uno / ATmega328P + BMP280 + INA219,3.3,30,3.2442,26.5043,0.2515,5.970685,0.00206,60.009212,7.593864,7.663282
1382,3,MPU6050 + ESP32-S3 + SSD1306 OLED controller,3.3,60,27.5145,29.6382,2.8474,31.866667,0.009,118.333333,200.310308,203.079726
1383,3,BMP280 + ESP32 + HC-05,3.3,1440,291.9515,1147.8751,0.1734,17.960913,0.002747,80.012283,868.022283,898.889434
1384,3,SSD1306 OLED controller + Raspberry Pi Pico + DS18B20,4.15,60,18.3122,39.4307,2.257,0.333333,0.436917,0.5,5.377781,5.192086
1385,2,DS18B20 + BMP280,4.15,360,210.1266,133.7687,16.1047,0.50137,0.000425,0.768425,19.597037,19.884921
1386,2,ESP32 + DHT22 / AM2302,3.3,60,9.7558,48.6024,1.6418,13.19,0.00407,121.25,36.073402,36.464477
1387,1,INA219,3.3,720,205.7246,512.9599,1.3155,0.0,0.0,0.0,0.0,0.0
1388,2,INA219 + ESP32,3.3,1440,758.6116,665.9669,15.4215,11.94,0.00407,120.0,1200.222545,1230.263172
1389,1,HC-SR501,3.3,360,112.1791,244.369,3.4519,65.0,0.0,0.0,401.040344,399.355527
1390,4,ESP32-S3 + DS18B20 + HC-SR501 + nRF24L01+,3.3,720,363.9051,352.152,3.9429,42.25,0.002162,92.5,3473.388884,3504.948325
1391,2,HC-SR04 + HC-05,4.15,60,25.1707,33.7649,1.0644,22.5,0.0,0.0,72.994991,71.115928
1392,3,Raspberry Pi Pico + DHT22 / AM2302 + HC-SR04,4.15,30,1.8821,28.0417,0.0761,5.833333,0.433333,0.833333,5.143359,5.18371
1393,2,SSD1306 OLED controller + HC-05,3.3,720,244.0816,447.2582,28.6602,15.0,0.005,0.0,402.980675,401.419628
1394,1,SSD1306 OLED controller,3.3,30,16.2764,13.4825,0.241,0.0,0.01,0.0,0.007415,0.007386
1395,3,HC-SR04 + nRF24L01+ + BMP280,3.3,120,70.7722,48.51,0.7178,8.76758,0.000333,4.512283,132.997959,132.914067
1396,3,DHT22 / AM2302 + BME280 + HC-SR04,3.3,120,42.2177,76.5465,1.2358,5.833333,0.0,0.833333,58.746963,58.363565
1397,2,HC-SR501 + BME280,3.3,60,30.6013,28.1712,1.2274,32.5,0.0,0.0,109.399825,108.972104
1398,3,ESP32-S3 + HC-SR501 + BMP280,3.3,30,6.6585,23.0837,0.2578,52.234247,0.002367,118.345617,62.43096,62.274723
1399,1,BME280,3.3,60,17.1696,41.1326,1.6978,0.0,0.0,0.0,0.0,0.0
1400,3,MPU6050 + ESP32-S3 + BMP280,3.3,720,60.1016,640.4555,19.4429,31.86758,0.0057,118.345617,696.287566,687.499032
1401,3,DS18B20 + SSD1306 OLED controller + BME280,3.3,120,17.1839,99.2865,3.5296,0.333333,0.003583,0.5,1.934001,1.953236
1402,3,INA219 + HC-SR501 + BME280,3.3,60,26.515,30.8445,2.6405,21.666667,0.0,0.0,94.791138,93.054118
1403,4,MPU6050 + HC-SR501 + ESP32-S3 + HC-SR04,3.3,60,30.3146,26.856,2.8294,43.9,0.00425,88.75,360.931818,352.993695
1404,1,Raspberry Pi Pico,3.3,120,12.173,106.1462,1.6808,0.0,1.3,0.0,7.589452,7.399134
1405,3,DS18B20 + BME280 + HC-SR501,4.15,60,29.0713,30.2268,0.702,22.0,0.00025,0.5,133.211787,129.598587
1406,3,HC-SR501 + Raspberry Pi Pico + HC-SR04,5.0,30,16.0566,12.9755,0.9679,26.666667,0.433333,0.0,108.449442,108.619353
1407,3,HC-05 + BMP280 + Arduino Uno / ATmega328P,3.3,120,17.3633,98.0519,4.5848,10.000913,3.3e-05,0.012283,28.661882,27.986266
1408,4,ESP32 + DHT22 / AM2302 + BMP280 + BME280,3.3,30,8.6598,20.3201,1.0201,6.595685,0.00206,60.634212,26.182263,25.586972
1409,3,Raspberry Pi Pico + INA219 + ESP32-S3,3.3,360,33.6301,309.2305,17.1395,30.566667,0.435667,118.333333,526.490286,524.360737
1410,1,HC-SR501,3.3,360,127.1833,216.2705,16.5462,65.0,0.0,0.0,454.680382,456.4419
1411,3,SSD1306 OLED controller + DHT22 / AM2302 + HC-SR501,3.3,360,95.1649,255.7787,9.0564,22.5,0.003333,0.833333,354.685465,356.52394
1412,3,DHT22 / AM2302 + DS18B20 + MPU6050,3.3,720,200.9393,518.1406,0.9202,2.466667,0.003583,1.333333,88.034474,88.843344
1413,2,Arduino Uno / ATmega328P + HC-SR04,5.0,120,24.5005,90.6353,4.8642,7.5,0.0,0.0,30.62562,30.433096
1414,2,nRF24L01+ + Raspberry Pi Pico,3.3,720,254.0581,438.0905,27.8514,5.65,0.65045,6.75,209.921916,208.352528
